milliseconds_played,timestamp,track_name,album_name,artist_name,popularity_normalized
108360,1436314555,Odds and Ends - (Alternate Version) Take 1,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5507971858
168640,1436314724,Folsom Prison Blues,At Sun,The Tennessee Two,0.4644159582
166560,1436314891,Folsom Prison Blues,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5316737901
172120,1436315063,Million Dollar Bash - Take 1,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5476179397
166640,1436315231,Lo and Behold!,The Basement Tapes,Bob Dylan,0.4157906025
168306,1436315399,You Ain't Goin' Nowhere - Take 1,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5461146778
153466,1436315553,You Ain't Goin' Nowhere,Sweetheart Of The Rodeo,The Byrds,0.4914697275
117880,1436315672,Ain't No More Cane - (Alternate Version) Take 2,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5325689005
19248,1436315691,Ode to Billie Joe,Ode To Billie Joe,Bobbie Gentry,0.5689671266
6933,1436315697,Clothes Line Saga,The Basement Tapes,Bob Dylan,0.4077337311
5424,1436315702,"Dress It up, Better Have it All","The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5264140975
3868,1436315706,Be Careful Of Stones That You Throw,The Complete Hank Williams,Hank Williams,0.3081647142
37862,1436315746,Too Much of Nothing - Take 2,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5238994027
207066,1436315952,She Belongs to Me,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4260108552
277026,1436316229,Fourth Time Around,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4188436506
488573,1436316718,Visions of Johanna,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4358847776
345626,1436317064,"It's All Over Now, Baby Blue","Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4307701905
691840,1436317755,Desolation Row,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4230606671
352360,1436318108,Just Like a Woman,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.436314073
532466,1436318641,Mr. Tambourine Man,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.422743895
289893,1436318931,"Tell Me, Momma","Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4098854206
330840,1436319262,I Don't Believe You (She Acts Like We Never Have Met),"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4010399302
207933,1436319469,"Baby, Let Me Follow You Down","Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4148740976
337826,1436319807,Just Like Tom Thumb's Blues - Live Version,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4054770063
201466,1436320011,Leopard-Skin Pill-Box Hat,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.3926391876
218893,1436320228,One Too Many Mornings,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.4135772591
222960,1436320451,Ballad of a Thin Man,"Live 1966 ""The Royal Albert Hall Concert"" The Bootleg Series Vol. 4",Bob Dylan,0.401022391
162586,1436320616,Patterns,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4736627615
131640,1436320747,Cloudy,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.48803826
149613,1436320897,Homeward Bound,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.5558412899
148422,1436321047,The Big Bright Green Pleasure Machine,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4630724589
103560,1436321150,The 59th Street Bridge Song,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.5176612922
53496,1436321204,The Dangling Conversation,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.5738437417
131746,1436321336,Flowers Never Bend with the Rainfall,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4961884089
133920,1436321469,A Simple Desultory Philippic,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.461309269
125413,1436321595,"For Emily, Whenever I May Find Her","Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4922847986
114626,1436321709,A Poem on the Underground Wall,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4767012273
74210,1436321784,7 O'clock News / Silent Night,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.4601828691
1029,1436369458,Scarborough Fair / Canticle,"Parsley, Sage, Rosemary And Thyme",Simon & Garfunkel,0.5867732776
293600,1436369753,I Can't Figure You Out,I Can't Figure You out EP,Hugh,0.5033663542
217120,1436369971,Life Round Here,Overgrown,James Blake,0.6288282033
223466,1436370196,Pretty Girls,Nabuma Rubberband,Little Dragon,0.5762759666
185666,1436370382,I Can't Figure You Out,I Can't Figure You out EP,Hugh,0.5033663542
177629,1436370562,Snow in Newark (with Dawn Golden),Alone for the First Time,Ryan Hemsworth,0.6048474176
95813,1436370658,Emmanuel,Basecamp,BASECAMP,0.5407204094
192796,1436370851,Need U,The Oceaán E.P,Oceaán,0.4684108436
119161,1436370971,Confidence,Confidence EP,Conner Youngblood,0.5356467901
1020,1436387607,"Middle of Things, Beautiful Wife",North,Sango feat. SPZRKT,0.5997732109
8634,1436387728,Dancing With Mr D - 2009 Re-Mastered Digital Version,Goats Head Soup,The Rolling Stones,0.4310939639
33901,1436387761,Dancing With Mr D - 2009 Re-Mastered Digital Version,Goats Head Soup,The Rolling Stones,0.4310939639
238133,1436387999,100 Years Ago - 2009 Re-Mastered Digital Version,Goats Head Soup,The Rolling Stones,0.4467764394
44125,1436388043,Coming Down Again - 2009 Re-Mastered Digital Version,Goats Head Soup,The Rolling Stones,0.4197527074
28298,1436388074,2000 Light Years From Home,Their Satanic Majesties Request,The Rolling Stones,0.4466761032
266560,1436388343,Sweet Virginia,Exile On Main Street,The Rolling Stones,0.4861892204
257239,1436388600,Torn And Frayed,Exile On Main Street,The Rolling Stones,0.4496544863
58859,1436388659,Sweet Black Angel,Exile On Main Street,The Rolling Stones,0.4337588772
10596,1436388711,Memory Motel - Remastered 2009,Black And Blue,The Rolling Stones,0.4460422557
152053,1436388862,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
291466,1436389154,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
279453,1436389435,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
11517,1436391939,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
14802,1436391953,"Midnight Rambler - Live From Madison Square Garden, New York/1969",Get Yer Ya-Ya's Out!,The Rolling Stones,0.3863843324
49054,1436392003,Midnight Rambler,Let It Bleed,The Rolling Stones,0.5236541893
357200,1436392363,Moonlight Mile - Remastered 2009,Sticky Fingers,The Rolling Stones,0.5222339753
371,1436403655,Brown Sugar - Remastered 2009,Sticky Fingers,The Rolling Stones,0.6276388379
152053,1436403908,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
291466,1436404198,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
279453,1436404478,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
1020,1436463076,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
25901,1436463102,Really Rosie,Really Rosie,Carole King,0.3653937693
110733,1436463212,Really Rosie,Really Rosie,Carole King,0.3653937693
128200,1436463340,One Was Johnny,Really Rosie,Carole King,0.3530029791
114200,1436463455,Alligators All Around,Really Rosie,Carole King,0.364607035
338426,1436463793,Pierre,Really Rosie,Carole King,0.3618154167
76973,1436463870,Screaming and Yelling,Really Rosie,Carole King,0.3173359106
12128,1436463882,The Ballad of Chicken Soup,Really Rosie,Carole King,0.3155251425
260201,1436464228,Chicken Soup with Rice,Really Rosie,Carole King,0.3714530805
50917,1436483789,Avenue P,Really Rosie,Carole King,0.3109938501
36687,1436483824,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
33973,1436483860,Animal Fair,Wee Sing Silly Songs,Wee Sing,0.2482840676
44288,1436483905,The Animal Fair,Nursery Songs,The Kiboomers,0.3118041254
2600,1436483906,Animal Fair,Wee Sing Silly Songs,Wee Sing,0.2482840676
1904,1436483907,The Animal Fair,Nursery Songs,The Kiboomers,0.3118041254
1764,1436483910,Animal Fair,30 Pre-School Kid Songs - Fun and Silly,Tinsel Town Kids,0.2481875072
30667,1436483947,Animal Fair,Lullabyes And Other Songs,Pat Hamilton,0.3033478532
50929,1436483998,Animal Fair,Animal Fair,River Raisin Ragtime Revue,0.0163746556
96734,1436484096,Animal Fair,Animal Songs,Susie Tallman,0.2393490401
5441,1436484101,Animal Fair,Twinkle Twinkle Little Star: Baby Nap Music,The O'Neill Brothers Group,0.2717761435
219976,1436484321,Animal Fair,Move On Down the Line,Jesse Fuller,0.2522028898
1021,1436570708,Move On Down The Line,Move On Down the Line,Jesse Fuller,0.2884398234
152053,1436570860,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
170480,1436571031,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
291466,1436571323,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
279453,1436571601,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
1021,1436648121,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
7337,1436648128,A Church Is Burning - Live,"Live From New York City, 1967",Simon & Garfunkel,0.4573640814
109840,1436648238,The 59th Street Bridge Song (Feelin' Groovy) - Live,"Live From New York City, 1967",Simon & Garfunkel,0.4767110206
16950,1436648255,The 59th Street Bridge Song (Feelin' Groovy) - Live Version,Live 1969,Simon & Garfunkel,0.5420632983
187040,1436648442,El Condor Pasa (If I Could),Bridge Over Troubled Water,Simon & Garfunkel,0.6329271869
146099,1436648587,The Dangling Conversation - Live,"Live From New York City, 1967",Simon & Garfunkel,0.4715602016
55867,1436650866,Leaves That Are Green - Live,"Live From New York City, 1967",Simon & Garfunkel,0.4716728146
20572,1436650886,"For Emily, Whenever I May Find Her - Live","Live From New York City, 1967",Simon & Garfunkel,0.4625908227
293120,1436651228,Bridge over Troubled Water,Bridge Over Troubled Water,Simon & Garfunkel,0.6673718959
47972,1436651276,El Condor Pasa (If I Could),Bridge Over Troubled Water,Simon & Garfunkel,0.6329271869
174826,1436651453,Cecilia,Bridge Over Troubled Water,Simon & Garfunkel,0.6518865466
153975,1436655027,Keep the Customer Satisfied,Bridge Over Troubled Water,Simon & Garfunkel,0.549381377
152053,1436655179,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
170480,1436655350,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
291466,1436655642,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
279453,1436656042,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
1021,1436660138,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
192600,1436660330,I Shall Be Released - 2000 Digital Remaster,Greatest Hits,The Band,0.4544078403
1020,1436744175,I Shall be Released - Take 1,"The Basement Tapes Sampler: The Bootleg Series, Vol. 11",Bob Dylan,0.5228803588
152053,1436744326,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
170480,1436744497,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
1021,1436792669,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
218666,1436792887,Charlie,I Can't Figure You out EP,Hugh,0.4032510887
293600,1436793319,I Can't Figure You Out,I Can't Figure You out EP,Hugh,0.5033663542
252881,1436793571,Not Fair Too Far,I Can't Figure You out EP,Hugh,0.3443815876
384666,1436810808,Is It All Over My Face & Tower Of Meaning,Is It All Over My Face & Tower Of Meaning - Single,Blood Orange,0.510978838
21873,1436836009,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
2136,1436836012,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
0,1436836012,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
152053,1436836970,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
170480,1436837141,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
107011,1436838725,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
1857,1436838750,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
152053,1436838872,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
170480,1436839041,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
291058,1436840190,The Bare Necessities - Soundtrack,The Jungle Book,Phil Harris,0.5291805626
279453,1436840470,I Wan'na Be Like You (The Monkey Song),The Jungle Book,Louis Prima,0.5373930979
2321,1436840705,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
2136,1436840707,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
185605,1436879546,Gooey,Gooey,Glass Animals,0.6568912894
152053,1436917916,Colonel Hathi's March (The Elephant Song),The Jungle Book,J. Pat O'Malley,0.4817632045
89536,1436919040,Trust In Me (The Python's Song),The Jungle Book,Sterling Holloway,0.4366951512
172466,1436919213,"8 Short Preludes and Fugues, BWV 553-560: Fugue in G Major, BWV 557",Marimbach - Bach Arranged for Marimba Solo,Johann Sebastian Bach,0.211547629
89000,1436919302,"2-Part Inventions, BWV 772-786: Invention in B-Flat Major, BWV 785",Marimbach - Bach Arranged for Marimba Solo,Johann Sebastian Bach,0.2142281612
313000,1436919615,"6 Schubler Chorales, BWV 645-650: Choral: Wachet auf, ruft uns die Stimme, BWV 645 (arr. J.S. Irvine): Choral: Wachet auf, ruft uns die Stimme, BWV 645",Marimbach - Bach Arranged for Marimba Solo,Johann Sebastian Bach,0.1991678738
79000,1436919694,"2-Part Inventions, BWV 772-786: Invention No. 13 in A Minor, BWV 784 (arr. B. Johnston): Invention in A Minor, BWV 784",Marimbach - Bach Arranged for Marimba Solo,Beverley Johnston,0.2091875011
81000,1436919775,"2-Part Inventions, BWV 772-786: Invention in C Major, BWV 772",Marimbach - Bach Arranged for Marimba Solo,Johann Sebastian Bach,0.1964146523
69000,1436919844,"2-Part Inventions, BWV 772-786: Invention in D Minor, BWV 775",Marimbach - Bach Arranged for Marimba Solo,Johann Sebastian Bach,0.1974684437
197893,1436920042,"Violin Partita No. 3 in E Major, BWV 1006 (arr. B. Johnston): I. Preludio",Marimbach - Bach Arranged for Marimba Solo,Beverley Johnston,0.2056460973
