milliseconds_played,timestamp,track_name,album_name,artist_name,popularity_normalized
193080,1436128086,La Loose,Ivy Tripp,Waxahatchee,0.5315765824
210373,1436128297,When The Lights Turn Out,Eclipse,Twin Shadow,0.5392773006
242346,1436128540,Blue Moon,Morning Phase,Beck,0.6389424463
250800,1436128791,Multi-Love,Multi-Love,Unknown Mortal Orchestra,0.6656027035
224480,1436129016,The Chase,The Chase,Future Islands,0.6355066221
246186,1436129263,Zombie,Carry On The Grudge,Jamie T,0.5780216358
336159,1436129600,Run Me Into The Ground,Future Former Self,Chappo,0.3980878983
329169,1436129929,Huarache Lights,Why Make Sense?,Hot Chip,0.6221467856
295920,1436130226,Delirious,Delirious,Susanne Sundfør,0.5617995242
254115,1436130480,The Party Line,Girls in Peacetime Want to Dance,Belle & Sebastian,0.647881051
318550,1436130799,Eventually,Eventually,Tame Impala,0.411432485
314320,1436131114,Dreams,Dreams,Beck,0.701106784
211331,1436131326,Made My Mind Up - Single Version,Made My Mind Up,Mikal Cronin,0.433268041
234760,1436131561,Current Carry,Complete Strangers,Vetiver,0.5807838264
301292,1436131863,Saturday Night,Saturday Night,Yukon Blonde,0.4846268936
33158,1436150437,Gooey,Gooey,Glass Animals,0.6568912894
1036,1436188442,Gooey,Gooey,Glass Animals,0.6568912894
287106,1436188729,I'll Be Around,Fade,Yo La Tengo,0.6421144974
261800,1436188991,Another Day (revised),In a Safe Place,The Album Leaf,0.6318328044
165600,1436189157,Dogs,Dogs,Beware of Safety,0.6441946876
287520,1436189445,Nothing It Can,Moiety,Helios,0.6741578469
144693,1436189590,Hungry Face,Les Revenants Soundtrack,Mogwai,0.6268633605
141186,1436189732,Gusts of Wind Blowing in Different Directions,Hooray! For Happiness,The Last Dinosaur,0.6425287038
428500,1436190161,Come Away With Me,Third Place,Tracey Chattaway,0.6392215773
303320,1436190895,Boy 1904,Riceboy Sleeps,Jónsi & Alex,0.6279512829
318440,1436191214,Remember Me As A Time Of Day,"How Strange, Innocence",Explosions In The Sky,0.6519402607
137333,1436191893,bowling with margo,Lars and the Real Girl,David Torn,0.6171933856
313460,1436192207,Masollan,Stranger,Balmorhea,0.6580021084
347000,1436192555,A Little Lair For A Very Small Bear,Vivian,Lowercase Noises,0.6279658864
142040,1436192697,at the mall,Lars and the Real Girl,David Torn,0.6110938833
353813,1436193052,Open Letter To Hummingbirds,Paper White,Tarentel,0.6263160105
295173,1436193347,Replacement Driver,Be A Bright Blue,Saxon Shore,0.6242240812
238414,1436193586,Send Receive,Train,Niklas Aman,0.6688056762
75975,1436200770,Sleeper,Dreamer,Pray for Sound,0.6264584172
258186,1436201027,Don't Move,Nightlife,Phantogram,0.6810668528
179960,1436201208,Ghosts,Alas I Cannot Swim,Laura Marling,0.6573948268
190160,1436201398,The Mother We Share,The Bones Of What You Believe,CHVRCHES,0.7068270092
262426,1436201790,All The Rage Back Home,El Pintor,Interpol,0.6399459094
231800,1436202023,Seven Nation Army,Elephant,The White Stripes,0.7071716744
123173,1436202147,Pink Moon,Pink Moon,Nick Drake,0.6206636438
191400,1436202338,What You Know,Tourist History,Two Door Cinema Club,0.7184353697
203733,1436202543,Can't Stand Me Now,The Libertines,The Libertines,0.6595394536
229893,1436202773,Rill Rill,Treats,Sleigh Bells,0.5941840276
215573,1436202989,Cannonball,Last Splash,The Breeders,0.5861477346
328506,1436203318,Old Pine,Every Kingdom,Ben Howard,0.7005360021
321146,1436204405,The Funeral,Everything All The Time,Band of Horses,0.7430291492
237026,1436204642,Take Me Out,Franz Ferdinand,Franz Ferdinand,0.7313189722
145893,1436204789,Salad Days,Salad Days,Mac Demarco,0.6882017216
187480,1436204977,Default,Default,Django Django,0.5940104773
203506,1436205181,Naive,Inside In / Inside Out,The Kooks,0.6714923405
221000,1436205402,Heads Will Roll,It's Blitz!,Yeah Yeah Yeahs,0.6581519468
212653,1436205615,Do You,They Want My Soul,Spoon,0.6294400732
261640,1436205877,Karma Police,OK Computer,Radiohead,0.7046056731
202346,1436206080,In the Aeroplane Over the Sea,In the Aeroplane Over the Sea,Neutral Milk Hotel,0.6418723804
229640,1436206310,Electric Feel,Oracular Spectacular,MGMT,0.7612817773
209759,1436206521,Fineshrine,Shrines,Purity Ring,0.695816533
212106,1436206733,I Turn My Camera On,Gimme Fiction,Spoon,0.6084501176
370200,1436207104,Song For Zula,Muchacho De Lujo,Phosphorescent,0.6956822388
147026,1436207252,White Winter Hymnal,Fleet Foxes,Fleet Foxes,0.673235556
239600,1436207492,Pumped up Kicks,Torches,Foster The People,0.7883113724
193653,1436207686,Lonely Boy,Lonely Boy,The Black Keys,0.7403407631
174013,1436207970,If You Wanna,What Did You Expect From The Vaccines?,The Vaccines,0.6705750134
137760,1436208108,A-Punk,Vampire Weekend,Vampire Weekend,0.6872283886
190280,1436208299,Hero,Loma Vista,Family of the Year,0.731733383
453949,1436208753,Reflektor,Reflektor,Arcade Fire,0.6228542784
237000,1436208991,The Gardener,Shallow Grave,The Tallest Man On Earth,0.6581993419
173630,1436209165,Left Hand Free,This Is All Yours,alt-J,0.7108712183
79690,1436209245,Bang A Gong [Get It On],Electric Warrior,T. Rex,0.4065421224
180893,1436209425,I Want You Back,20th Century Masters: The Millennium Collection: Best Of The Jackson 5,The Jackson 5,0.6790819402
13421,1436209439,What You Don't Know,Dancing Machine,The Jackson 5,0.3485406515
4071,1436209442,ABC,ABC,The Jackson 5,0.6386725247
240239,1436209682,Who's Loving You,Gold,The Jackson 5,0.5739976247
244826,1436209927,Superstition,Number 1's,Stevie Wonder,0.7182552009
257760,1436210186,Smooth Criminal - 2012 Remaster,Bad 25th Anniversary,Michael Jackson,0.6658448636
237760,1436210424,I'll Be There,Third Album,The Jackson 5,0.5852412565
293826,1436210718,Billie Jean - Single Version,Thriller 25 Super Deluxe Edition,Michael Jackson,0.7724166799
26935,1436210745,I'll Be There,Third Album,The Jackson 5,0.5852412565
476266,1436212159,The Day That Never Comes,Death Magnetic,Metallica,0.6545801625
17879,1436212176,Dreamer,Down To Earth,Ozzy Osbourne,0.6421652899
255466,1436212432,B.Y.O.B.,Mezmerize,System of a Down,0.7273606585
123666,1436212556,Fuck Her Gently,Tenacious D,Tenacious D,0.5807401495
46764,1436218968,Killpop,.5: The Gray Chapter,Slipknot,0.6911098168
46497,1436220448,Knockin' On Heaven's Door,Use Your Illusion II,Guns N' Roses,0.6673501636
1020,1436226266,Another One,Another One,Mac Demarco,0.5776240051
244826,1436226535,Superstition,Number 1's,Stevie Wonder,0.7182552009
25216,1436226560,Superstar (feat. Matthew Santos),Lupe Fiasco's The Cool,Lupe Fiasco,0.6713176444
41052,1436226600,Gettin' Jiggy Wit It,Big Willie Style,Will Smith,0.7020199714
58159,1436226658,Parents Just Don't Understand,Platinum & Gold Collection,DJ Jazzy Jeff & The Fresh Prince,0.5507963881
110109,1436226767,I Want You Back,20th Century Masters: The Millennium Collection: Best Of The Jackson 5,The Jackson 5,0.6790819402
22848,1436226789,Baby I Need Your Loving,Four Tops Greatest Hits,Four Tops,0.6134478701
38266,1436226826,Baby Love,Where Did Our Love Go,The Supremes,0.6326488924
188263,1436227014,"Donde Estas, Yolanda?",Sympathique,Pink Martini,0.2781976344
8591,1436227022,Dos Gardenias,Buena Vista Social Club,Buena Vista Social Club,0.5521789853
257213,1436227278,Chan Chan,Buena Vista Social Club,Buena Vista Social Club,0.589826072
303226,1436227581,De Camino a La Vereda,Buena Vista Social Club,Buena Vista Social Club,0.5578367319
444533,1436228026,El Cuarto de Tula,Buena Vista Social Club,Buena Vista Social Club,0.5575616107
365373,1436228391,Pueblo Nuevo,Buena Vista Social Club,Buena Vista Social Club,0.5395839494
182973,1436228574,Dos Gardenias,Buena Vista Social Club,Buena Vista Social Club,0.5521789853
193466,1436228768,Y Tu Que Has Hecho ?,Buena Vista Social Club,Buena Vista Social Club,0.5097088411
210533,1436228978,Veinte Anos,Buena Vista Social Club,Buena Vista Social Club,0.5243259837
208800,1436229187,El Carretero,Buena Vista Social Club,Buena Vista Social Club,0.5328048551
327866,1436229515,Candela,Buena Vista Social Club,Buena Vista Social Club,0.5512698747
1020,1436274989,Knockin' On Heaven's Door,Use Your Illusion II,Guns N' Roses,0.6673501636
106036,1436275094,Budapest,Wanted On Voyage,George Ezra,0.7611670102
465333,1436276131,String Quartet K.575: Allegretto,Mozart: Prussian Quartets,Wolfgang Amadeus Mozart,0.3436931442
270600,1436276402,String Quartet K.575: Andante,Mozart: Prussian Quartets,Wolfgang Amadeus Mozart,0.2832798798
328306,1436276730,String Quartet K.575: Menuetto,Mozart: Prussian Quartets,Wolfgang Amadeus Mozart,0.3341637819
351875,1436288131,String Quartet K.575: Allegretto,Mozart: Prussian Quartets,Wolfgang Amadeus Mozart,0.3291139451
279000,1436288409,Stubborn Love,The Lumineers,The Lumineers,0.6975270138
170613,1436288580,In the Sun,Volume Two,She & Him,0.591181559
253933,1436288835,Breakdown,"Jack Johnson & Friends: Best Of Kokua Festival, A Benefit For The Kokua Hawaii Foundation",Jack Johnson,0.5835613895
175853,1436289011,My Girl - Remastered Mono,Otis Blue: Otis Redding Sings Soul [Collector's Edition],Otis Redding,0.6907110442
290342,1436289302,Don't Worry Be Happy,The Best of Bobby McFerrin,Bobby McFerrin,0.6653398097
63576,1436289366,Pack Up,Eliza Doolittle,Eliza Doolittle,0.5674859929
257884,1436289623,Love Someone,YES!,Jason Mraz,0.670720742
17693,1436289641,Drops of Jupiter,Drops Of Jupiter,Train,0.7576397242
182613,1436289823,Shine,Last Smoke Before the Snowstorm,Benjamin Francis Leftwich,0.7253620276
124160,1436289948,You've Got A Friend In Me,Toy Story,Randy Newman,0.6006883916
123173,1436290071,Pink Moon,Pink Moon,Nick Drake,0.6206636438
214960,1436290287,Ooh La La,The Best Of Faces: Good Boys When They're Asleep,Faces,0.7006204624
151858,1436304312,Your Body Is a Wonderland,Room For Squares,John Mayer,0.754889896
1020,1436362251,Your Body Is a Wonderland,Room For Squares,John Mayer,0.754889896
256423,1436362522,Shallows,Release,Boats,0.4661808074
387306,1436362910,What Will,Vestiges & Claws,José González,0.5688781322
182440,1436363093,Our Conversations,Our Conversations,Lay Low,0.4945880952
151346,1436363245,What Am I Going To Do (With Everything I Know),What Am I Going To Do With Everything I Know,The Weather Station,0.5658484521
213540,1436363459,Wide World,Order of the Arrow,Blessed Feathers,0.625532747
297133,1436363756,Un-Thinkable - I'm Ready,"Covers, Pt. 3",City and Colour,0.523428731
123706,1436367152,Soft Skin,Made The Harbor,Mountain Man,0.4845672471
66373,1436367218,Mercy,Look Homeward,Look Homeward,0.458004959
192998,1436367412,Leave the Light On - Demo,Before July: Demos & Unreleased Songs,Marissa Nadler,0.67766494
206093,1436367618,I Am Leaving,Blue Roses,Blue Roses,0.472155529
301200,1436367920,Till The Water’s All Long Gone,"What A Terrible World, What A Beautiful World",The Decemberists,0.5316077923
213440,1436368134,In Dreams,I Forget Where We Were,Ben Howard,0.6277004575
251463,1436368386,Send the Line,Ancestors,Quiet Corral,0.458877823
224693,1436368611,Lucky Cloud,Lucky Cloud - Single,Sam Amidon,0.5683974842
176120,1436368788,In The Dark,Rosie Catalano - EP,Rosie Catalano,0.4667371011
199173,1436368988,All My Cities,Oracles,The Ruffled Feathers,0.4572078508
91254,1436369079,Come Pick Me Up,Heartbreaker,Ryan Adams,0.6266119523
6130,1436369084,In the Dirt,All We Grow,S. Carey,0.5502955592
279893,1436369363,Spirit Of The Dance / Dans Loudieg / The Bulga,Between Words,Cé,0.2381273435
191200,1436369554,John Doherty's / Father Newman's Reel,Between Words,Cé,0.2440805032
326706,1436369881,The Kitten / Sophie's Rescue / The Barnacle,Between Words,Cé,0.1944938141
259493,1436370141,The Old Man Rocking The Cradle,Between Words,Cé,0.166240254
233000,1436370374,Waltz Harry Lane / The Steampacket / Crowley's #2,Between Words,Cé,0.183861828
197640,1436370571,Maverick Angels / Wing Commander Donald Mckenzie's,Between Words,Cé,0.2406289005
196533,1436370768,Ann's Regency Jig / The Cordal Jig,Between Words,Cé,0.2252909696
185080,1436370953,The Salamanca / Ladies' Second Choice,Between Words,Cé,0.2493167476
240213,1436375352,Un Ivrogne À Table / Boules Et Guirlandes / Mrs. Crehan's,Between Words,Cé,0.1710886212
165506,1436375638,Dances At Kinvara,Between Words,Cé,0.1775267601
327320,1436375966,Castle Kelly / Cloch Na Ceithre Mhíle / Just Cruising,Between Words,Cé,0.1672750603
126253,1436376092,Huey Lewis' Reel,Between Words,Cé,0.2085573056
371,1436376150,Spirit Of The Dance / Dans Loudieg / The Bulga,Between Words,Cé,0.2381273435
264893,1436376414,Barbra Streisand's Trip to Saginaw / Michael Connell's,On the Offbeat,Liz Carroll,0.2805728948
266746,1436376681,The Fruit and the Snoot / On the Offbeat,On the Offbeat,Liz Carroll,0.2700167499
205559,1436376887,Tinsel,On the Offbeat,Liz Carroll,0.2658756157
307813,1436377195,Miss Cathy Chilcott / Fiddle Heaven / Fish On,On the Offbeat,Liz Carroll,0.2678899031
188128,1436378258,The Wolf / The Duck,On the Offbeat,Liz Carroll,0.2574533629
161026,1436378418,Requiem On Frankfort Ave,Copia,Eluvium,0.67783169
332293,1436379465,Sleeper,Dreamer,Pray for Sound,0.6264584172
423933,1436379894,Everything You Do Is A Balloon,Hi Scores,Boards of Canada,0.6152906139
165600,1436380060,Dogs,Dogs,Beware of Safety,0.6441946876
137333,1436380473,bowling with margo,Lars and the Real Girl,David Torn,0.6171933856
318440,1436380792,Remember Me As A Time Of Day,"How Strange, Innocence",Explosions In The Sky,0.6519402607
313814,1436381106,Starlights,Nightsky,Tracey Chattaway,0.6541977269
473600,1436381580,Zvenya,Hope Dies Last,Winterlight,0.6162461912
496573,1436382077,Your Hand In Mine,The Earth Is Not a Cold Dead Place,Explosions In The Sky,0.6627798239
374465,1436382452,A Song That Will Help You Remember to Forget,The Sound of Lights When Dim,Slow Dancing Society,0.6257995126
468927,1436382922,Tracking Aeroplanes,Field Recordings,The Echelon Effect,0.674239482
327720,1436383250,Shadows Fall,Random Forest,Random Forest,0.6476765865
243466,1436383494,South Tree,Unleft,Helios,0.6333210317
152000,1436383646,A Day in the Life,Torey's Distraction - Original Soundtrack,The Album Leaf,0.6298937629
311555,1436383958,What the Heart Craves For,Sacrifice & Isolation,Collapse Under The Empire,0.6425566766
179000,1436384138,You’re So Very Far Away,Lifenotes,Clem Leek,0.6702501015
420000,1436384558,Still Alright,In Never Out,pg.lost,0.6159123164
283309,1436384842,The Last March,Origins,God Is An Astronaut,0.6230912899
127941,1436387161,Open Letter To Hummingbirds,Paper White,Tarentel,0.6263160105
304040,1436387464,Dark Bird Is Home,Dark Bird Is Home,The Tallest Man On Earth,0.5490668496
233386,1436387698,Pieces,Pieces,Tanlines,0.5056563501
251440,1436387950,To Die in L.A.,Escape From Evil,Lower Dens,0.6068520845
198880,1436388150,Who Needs You,Disgraceland,The Orwells,0.6234190207
217647,1436388368,Cadillac Girl,Cadillac Girl,Only Real,0.561563799
301292,1436388669,Saturday Night,Saturday Night,Yukon Blonde,0.4846268936
314026,1436388984,Sagres,Dark Bird Is Home,The Tallest Man On Earth,0.5981318299
150127,1436389135,In The Morning (In The Evening),In The Morning (In The Evening) / Got Your Money,Twin Peaks,0.4540373221
12678,1436389155,Red Eyes,Lost In The Dream,The War On Drugs,0.7072756061
183973,1436449077,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus I","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.3453651365
164266,1436449241,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 2","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2927175219
150920,1436449392,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 3","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2914690744
210120,1436449602,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 4","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2903346562
152493,1436449755,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 5","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2830153724
250040,1436450005,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 6","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2817831143
186973,1436450192,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 7","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2835232265
294053,1436450486,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 8","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2746685019
133760,1436450620,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 9","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2823869079
182453,1436450802,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 10","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2751450123
283106,1436451085,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 11","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2705905403
318066,1436451403,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 14a: Canon per Augmentationem in contrario motu","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2643723816
109600,1436451513,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 12a","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2606855602
113400,1436451626,"The Art Of Fugue, BWV 1080 - Version For String Quartet: Contrapunctus 12b","Bach, J.S.: The Art of Fugue - Emerson String Quartet",Johann Sebastian Bach,0.2629681971
